"File","Sheet","Row","Source","Type","Field","Value","Message"
"dispatch","Sheet1","232","260200060","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000331","Dispatch 260200060 has no matching Sales Order (searched by PBO NCLH30000331, order 251100022, invoice 900001749, chassis MCCJY7PRMTN101619, engine SQRH4J15AGSM60252); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","233","260200061","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000382","Dispatch 260200061 has no matching Sales Order (searched by PBO NCLH30000382, order 251100056, invoice 900001750, chassis MCCJY7PRMTN101621, engine SQRH4J15AGSL60802); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","234","260200062","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000398","Dispatch 260200062 has no matching Sales Order (searched by PBO NCLH30000398, order 251100071, invoice 900001751, chassis MCCJY7PRMTN101716, engine SQRH4J15AGSL60688); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","235","260200063","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000508","Dispatch 260200063 has no matching Sales Order (searched by PBO NCLH30000508, order 251100181, invoice 900001752, chassis MCCJY7PRMTN101770, engine SQRH4J15AGSM60512); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","236","260200064","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000347","Dispatch 260200064 has no matching Sales Order (searched by PBO NCLH30000347, order 251100034, invoice 900001753, chassis MCCJY7PRMTN101608, engine SQRH4J15AGSM60155); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","237","260200067","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000495","Dispatch 260200067 has no matching Sales Order (searched by PBO NCLH30000495, order 251100168, invoice 900001713, chassis MCCJY7PRMTN101520, engine SQRH4J15AGSL60939); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","238","260200068","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000646","Dispatch 260200068 has no matching Sales Order (searched by PBO NCLH30000646, order 251200032, invoice 900001764, chassis MCCJY7PRMTN101534, engine SQRH4J15AGSM60249); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","239","260200075","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000409","Dispatch 260200075 has no matching Sales Order (searched by PBO NCLH30000409, order 251100082, invoice 900001785, chassis MCCJY7PRMTN101659, engine SQRH4J15AGSL60933); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","240","260200076","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000559","Dispatch 260200076 has no matching Sales Order (searched by PBO NCLH30000559, order 251100230, invoice 900001786, chassis MCCJY7PRMTN101758, engine SQRH4J15AGSM60519); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","241","260200077","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000419","Dispatch 260200077 has no matching Sales Order (searched by PBO NCLH30000419, order 251100092, invoice 900001813, chassis MCCJY7PRMTN101692, engine SQRH4J15AGSL60906); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","242","260200078","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000374","Dispatch 260200078 has no matching Sales Order (searched by PBO NCLH30000374, order 251100051, invoice 900001814, chassis MCCJY7PRMTN101669, engine SQRH4J15AGSM60195); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","243","260200079","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000378","Dispatch 260200079 has no matching Sales Order (searched by PBO NCLH30000378, order 251100053, invoice 900001815, chassis MCCJY7PRMTN101674, engine SQRH4J15AGSM60120); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","244","260200080","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000362","Dispatch 260200080 has no matching Sales Order (searched by PBO NCLH30000362, order 251100043, invoice 900001816, chassis MCCJY7PRMTN101579, engine SQRH4J15AGSM00005); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","245","260200081","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000404","Dispatch 260200081 has no matching Sales Order (searched by PBO NCLH30000404, order 251100077, invoice 900001817, chassis MCCJY7PRMTN101796, engine SQRH4J15AGSL60667); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","246","260200083","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000418","Dispatch 260200083 has no matching Sales Order (searched by PBO NCLH30000418, order 251100091, invoice 900001855, chassis MCCJY7PRMTN101797, engine SQRH4J15AGSM60236); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","247","260200088","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000551","Dispatch 260200088 has no matching Sales Order (searched by PBO NCLH30000551, order 251100222, invoice 900001880, chassis MCCJY7PRMTN101762, engine SQRH4J15AGSM60509); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","248","260200123","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000416","Dispatch 260200123 has no matching Sales Order (searched by PBO NCLH30000416, order 251100089, invoice 900002250, chassis MCCJY7PRMTN101862, engine SQRH4J15AGSL60864); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","249","260200124","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000432","Dispatch 260200124 has no matching Sales Order (searched by PBO NCLH30000432, order 251100105, invoice 900002278, chassis MCCJY7PRMTN101745, engine SQRH4J15AGSM60231); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","250","260200069","DISPATCH_WITHOUT_SALES_ORDER","pboNo","","Dispatch 260200069 has no matching Sales Order (searched by chassis LNNBBDBN5SD907315, engine 112AA5AAPDSJ10517); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","251","260200070","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000361","Dispatch 260200070 has no matching Sales Order (searched by PBO NCLH30000361, order 251100042, invoice 900001802, chassis MCCJY7PRMTN101844, engine SQRH4J15AGSM60116); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","252","260200071","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000434","Dispatch 260200071 has no matching Sales Order (searched by PBO NCLH30000434, order 251100107, invoice 900001806, chassis MCCJY7PRMTN101846, engine SQRH4J15AGSM60022); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","253","260200072","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000429","Dispatch 260200072 has no matching Sales Order (searched by PBO NCLH30000429, order 251100102, invoice 900001805, chassis MCCJY7PRMTN101804, engine SQRH4J15AGSM60127); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","254","260200073","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000380","Dispatch 260200073 has no matching Sales Order (searched by PBO NCLH30000380, order 251100054, invoice 900001803, chassis MCCJY7PRMTN101838, engine SQRH4J15AGSM60188); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","255","260200074","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000423","Dispatch 260200074 has no matching Sales Order (searched by PBO NCLH30000423, order 251100096, invoice 900001804, chassis MCCJY7PRMTN101803, engine SQRH4J15AGSL60681); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","256","260200082","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000476","Dispatch 260200082 has no matching Sales Order (searched by PBO NCLH30000476, order 251100149, invoice 900001856, chassis MCCJY7PRMTN101438, engine SQRH4J15AGSM60030); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","257","260200089","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000438","Dispatch 260200089 has no matching Sales Order (searched by PBO NCLH30000438, order 251100111, invoice 900001881, chassis MCCJY7PRMTN101848, engine SQRH4J15AGSM60235); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","258","260300008","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000435","Dispatch 260300008 has no matching Sales Order (searched by PBO NCLH30000435, order 251100108, invoice 900002987, chassis MCCJY7PRMTN101808, engine SQRH4J15AGSM60211); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","259","260200084","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000396","Dispatch 260200084 has no matching Sales Order (searched by PBO NCLH30000396, order 251100069, invoice 900001882, chassis MCCJY7PRMTN101661, engine SQRH4J15AGSM60201); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","260","260200085","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000403","Dispatch 260200085 has no matching Sales Order (searched by PBO NCLH30000403, order 251100076, invoice 900001883, chassis MCCJY7PRMTN101884, engine SQRH4J15AGSM60316); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","261","260200086","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000413","Dispatch 260200086 has no matching Sales Order (searched by PBO NCLH30000413, order 251100086, invoice 900001884, chassis MCCJY7PRMTN101843, engine SQRH4J15AGSM60239); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","262","260200087","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000597","Dispatch 260200087 has no matching Sales Order (searched by PBO NCLH30000597, order 251100267, invoice 900001885, chassis MCCJY7PRMTN101755, engine SQRH4J15AGSM60518); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","263","260200103","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000443","Dispatch 260200103 has no matching Sales Order (searched by PBO NCLH30000443, order 251100116, invoice 900002030, chassis MCCJY7PRMTN101612, engine SQRH4J15AGSL60685); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","264","260200110","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000474","Dispatch 260200110 has no matching Sales Order (searched by PBO NCLH30000474, order 251100147, invoice 900002148, chassis MCCJY7PRMTN101646, engine SQRH4J15AGSM60262); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","265","260200090","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000436","Dispatch 260200090 has no matching Sales Order (searched by PBO NCLH30000436, order 251100109, invoice 900001914, chassis MCCJY7PRMTN101983, engine SQRH4J15AGSL60996); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","266","260200091","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000440","Dispatch 260200091 has no matching Sales Order (searched by PBO NCLH30000440, order 251100113, invoice 900001915, chassis MCCJY7PRMTN102007, engine SQRH4J15AGSM60112); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","267","260200092","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000445","Dispatch 260200092 has no matching Sales Order (searched by PBO NCLH30000445, order 251100118, invoice 900001916, chassis MCCJY7PRMTN102009, engine SQRH4J15AGSM60925); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","268","260200093","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000452","Dispatch 260200093 has no matching Sales Order (searched by PBO NCLH30000452, order 251100125, invoice 900001917, chassis MCCJY7PRMTN101982, engine SQRH4J15AGSM60363); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","269","260200094","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000453","Dispatch 260200094 has no matching Sales Order (searched by PBO NCLH30000453, order 251100126, invoice 900001918, chassis MCCJY7PRMTN101981, engine SQRH4J15AGSM60351); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","270","260200095","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000454","Dispatch 260200095 has no matching Sales Order (searched by PBO NCLH30000454, order 251100127, invoice 900001919, chassis MCCJY7PRMTN102013, engine SQRH4J15AGSM60109); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","271","260200096","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000496","Dispatch 260200096 has no matching Sales Order (searched by PBO NCLH30000496, order 251100169, invoice 900001934, chassis MCCJY7PRMTN101977, engine SQRH4J15AGSM61185); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","272","260200098","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000455","Dispatch 260200098 has no matching Sales Order (searched by PBO NCLH30000455, order 251100128, invoice 900002018, chassis MCCJY7PRMTN102016, engine SQRH4J15AGSM60012); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","273","260200099","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000464","Dispatch 260200099 has no matching Sales Order (searched by PBO NCLH30000464, order 251100137, invoice 900002019, chassis MCCJY7PRMTN102021, engine SQRH4J15AGSM60634); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","274","260200100","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000469","Dispatch 260200100 has no matching Sales Order (searched by PBO NCLH30000469, order 251100142, invoice 900002020, chassis MCCJY7PRMTN102023, engine SQRH4J15AGSM60005); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","275","260200104","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000489","Dispatch 260200104 has no matching Sales Order (searched by PBO NCLH30000489, order 251100162, invoice 900002039, chassis MCCJY7PRMTN101978, engine SQRH4J15AGSM60360); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","276","260200105","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000549","Dispatch 260200105 has no matching Sales Order (searched by PBO NCLH30000549, order 251100220, invoice 900002040, chassis MCCJY7PRMTN102025, engine SQRH4J15AGSM60630); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","277","260200097","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000499","Dispatch 260200097 has no matching Sales Order (searched by PBO NCLH30000499, order 251100172, invoice 900001994, chassis MCCJY7PRMTN102118, engine SQRH4J15AGSM60758); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","278","260200106","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000521","Dispatch 260200106 has no matching Sales Order (searched by PBO NCLH30000521, order 251100193, invoice 900002041, chassis MCCJY7PRMTN101927, engine SQRH4J15AGSM60499); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","279","260200107","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000576","Dispatch 260200107 has no matching Sales Order (searched by PBO NCLH30000576, order 251100247, invoice 900002042, chassis MCCJY7PRMTN101962, engine SQRH4J15AGSM60431); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","280","260200108","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000575","Dispatch 260200108 has no matching Sales Order (searched by PBO NCLH30000575, order 251100246, invoice 900002043, chassis MCCJY7PRMTN101975, engine SQRH4J15AGSM60572); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","281","260200109","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000569","Dispatch 260200109 has no matching Sales Order (searched by PBO NCLH30000569, order 251100240, invoice 900002044, chassis MCCJY7PRMTN101964, engine SQRH4J15AGSM60967); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","282","260200111","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000556","Dispatch 260200111 has no matching Sales Order (searched by PBO NCLH30000556, order 251100227, invoice 900002215, chassis MCCJY7PRMTN102050, engine SQRH4J15AGSM60828); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","283","260200112","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000550","Dispatch 260200112 has no matching Sales Order (searched by PBO NCLH30000550, order 251100221, invoice 900002216, chassis MCCJY7PRMTN102052, engine SQRH4J15AGSM60553); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","284","260200113","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000547","Dispatch 260200113 has no matching Sales Order (searched by PBO NCLH30000547, order 251100218, invoice 900002217, chassis MCCJY7PRMTN102056, engine SQRH4J15AGSM60687); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","285","260200114","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000481","Dispatch 260200114 has no matching Sales Order (searched by PBO NCLH30000481, order 251100154, invoice 900002218, chassis MCCJY7PRMTN102061, engine SQRH4J15AGSM60842); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","286","260200115","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000487","Dispatch 260200115 has no matching Sales Order (searched by PBO NCLH30000487, order 251100160, invoice 900002219, chassis MCCJY7PRMTN101676, engine SQRH4J15AGSM60219); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","287","260200116","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000466","Dispatch 260200116 has no matching Sales Order (searched by PBO NCLH30000466, order 251100139, invoice 900002220, chassis MCCJY7PRMTN102108, engine SQRH4J15AGSM60548); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","288","260200117","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000501","Dispatch 260200117 has no matching Sales Order (searched by PBO NCLH30000501, order 251100174, invoice 900002245, chassis MCCJY7PRMTN102130, engine SQRH4J15AGSM60563); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","289","260200118","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000568","Dispatch 260200118 has no matching Sales Order (searched by PBO NCLH30000568, order 251100239, invoice 900002244, chassis MCCJY7PRMTN101976, engine SQRH4J15AGSM60428); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","290","260200119","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000498","Dispatch 260200119 has no matching Sales Order (searched by PBO NCLH30000498, order 251100171, invoice 900002246, chassis MCCJY7PRMTN102119, engine SQRH4J15AGSM60437); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","291","260200128","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000510","Dispatch 260200128 has no matching Sales Order (searched by PBO NCLH30000510, order 251100183, invoice 900002304, chassis MCCJY7PRMTN102102, engine SQRH4J15AGSM61256); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","292","260200101","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000485","Dispatch 260200101 has no matching Sales Order (searched by PBO NCLH30000485, order 251100158, invoice 900002021, chassis MCCJY7PRMTN101979, engine SQRH4J15AGSM60059); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","298","260200127","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000232","Dispatch 260200127 has no matching Sales Order (searched by PBO NCLH30000232, order 251000107, invoice 900002290, chassis MCCJY7PRMTN101864, engine SQRH4J15AGSL60855); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","299","260200129","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000139","Dispatch 260200129 has no matching Sales Order (searched by PBO NCLH30000139, order 251000043, invoice 900002305, chassis MCCJY7PRMTN102188, engine SQRH4J15AGSM60486); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","300","260200130","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000572","Dispatch 260200130 has no matching Sales Order (searched by PBO NCLH30000572, order 251100243, invoice 900002306, chassis MCCJY7PRMTN102065, engine SQRH4J15AGSM60830); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","302","260200132","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000240","Dispatch 260200132 has no matching Sales Order (searched by PBO NCLH30000240, order 251000115, invoice 900002308, chassis MCCJY7PRMTN102159, engine SQRH4J15AGSM61047); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","303","260300007","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000461","Dispatch 260300007 has no matching Sales Order (searched by PBO NCLH30000461, order 251100134, chassis MCCJY7PRMTN101980, engine SQRH4J15AGSM60833); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","304","260200133","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000425","Dispatch 260200133 has no matching Sales Order (searched by PBO NCLH30000425, order 251100098, invoice 900002316, chassis MCCJY7PRMTN101833, engine SQRH4J15AGSM60035); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","305","260200134","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000333","Dispatch 260200134 has no matching Sales Order (searched by PBO NCLH30000333, order 251100024, invoice 900002317, chassis MCCJY7PRMTN101778, engine SQRH4J15AGSM60250); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","306","260200135","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000321","Dispatch 260200135 has no matching Sales Order (searched by PBO NCLH30000321, order 251100018, invoice 900002318, chassis MCCJY7PRMTN101906, engine SQRH4J15AGSM60289); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","308","260200137","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000228","Dispatch 260200137 has no matching Sales Order (searched by PBO NCLH30000228, order 251000103, invoice 900002359, chassis MCCJY7PRMTN102236, engine SQRH4J15AGSM60375); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","309","260200138","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000385","Dispatch 260200138 has no matching Sales Order (searched by PBO NCLH30000385, order 251100059, invoice 900002368, chassis MCCJY7PRMTN102247, engine SQRH4J15AGSM61098); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","310","260200139","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000490","Dispatch 260200139 has no matching Sales Order (searched by PBO NCLH30000490, order 251100163, invoice 900002376, chassis MCCJY7PRMTN102263, engine SQRH4J15AGSM60676); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","311","260200140","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000381","Dispatch 260200140 has no matching Sales Order (searched by PBO NCLH30000381, order 251100055, invoice 900002384, chassis MCCJY7PRMTN102280, engine SQRH4J15AGSM60867); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","312","260200141","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000628","Dispatch 260200141 has no matching Sales Order (searched by PBO NCLH30000628, order 251200013, invoice 900002414, chassis MCCJY7PRMTN102397, engine SQRH4J15AGSM60399); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","313","260200142","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000451","Dispatch 260200142 has no matching Sales Order (searched by PBO NCLH30000451, order 251100124, invoice 900002415, chassis MCCJY7PRMTN102400, engine SQRH4J15AGSM60404); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","315","260300002","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000625","Dispatch 260300002 has no matching Sales Order (searched by PBO NCLH30000625, order 251200010, invoice 900004132, chassis MCCJY7PRMTN102398, engine SQRH4J15AGSM60366); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","316","260300003","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000515","Dispatch 260300003 has no matching Sales Order (searched by PBO NCLH30000515, order 251100187, invoice 900003180, chassis MCCJY7PRMTN102399, engine SQRH4J15AGSM61339); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
